Entity1,Relation,Entity2
going for a picnic,is associated with,having fun
attending a lecture,guarantees,completing assignments
going for a picnic,does not guarantee,not having fun
having a sandwich,implies,having a salad
having a burger,implies,having a smoothie
John,may have,fun while attending a lecture
Mary,may have,fun while attending a lecture
John,may have,fun while going for a picnic
Mary,may have,fun while going for a picnic
completing assignments,is contingent upon,attending a lecture
having fun,is associated with,going for a picnic
sandwich,leads_to,salad
burger,leads_to,smoothie
sandwich,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
burger,leads_to,smoothie
burger,leads_to,salad
